sentence,label
"What I don't get is people pay to kill their OWN children. They are paying to murder an innosent child. Those people are murderers!! They are killers!! And if they have an abortion more than once it is like they are serial killers!!
",0
"I happy for you that you have all these great images and memories of young children playing together, etc... very touching, i hope you treasure them for ever. But you're not talking about fetuses are you? We're talking about fetuses, especially the ones before the age of 20 weeks in its development. Get back on track please!
",1
"Ive had over 10 abortions! Mwaaa ha ha ha ha ha  You are retarded, I just want to throw that in.
",1
"I feel sorry for you. I hope you will realize the evilness of your abortions.
",1
"I do to...you need to pray to God and realize that that is wrong. you are the kind of people i pray for.
",0
"Hey girl you have just lost the argument, there is not evidence, no perswation in your ""article"". all you did was attack another person's ethos. I feel sorry that you have had so many abortions. Perhaps its time to switch your birth control.
",0
"They are not children, so stop victimizing the people exercising their rights to keep or not to keep a fetus. You people are exactly the reason why women suffer from depression and guilt!   I propose we outlaw the systematic bullying by pro-life people. We should treat their bullying behaviour with the same disdain and disgust we treat schoolyard bullies. Leave the women alone, they have the rights to determine what's to be done to their own bodies.
",1
"This is a speech that i found:  On behalf of the Salt & Light team, I would like to speak to you about a subject that is near and dear to our hearts. Today is National Sanctity of Human Life day. Perhaps you have noticed the pro-life sign in front of our church. If not, I invite you to look at it after the service this morning.  Thirty years ago, the United States Supreme Court made up a constitutional right to abortion in Roe v. Wade. Since then there have been 44 million abortions. There have been 112 million births. Using those two numbers, one can calculate that 28 percent of all pregnancies have ended in abortion. Everyday the number of babies killed by abortionists approximately equals the 3,000 killed by terrorists on September 11, 2001.  Now I believe that I do not have to convince anyone here in this church about the evilness and tragedy of abortion. But, if anyone remains unconvinced, go over to our nursery, pick up a little baby, hold it in your arms and gaze into its eyes and you will know the truth. All the pro-choice pro-abortion rhetoric will just melt away.  The real question to be asked is why, in this predominately-Christian nation, do we tolerate this practice? I have spent three years trying to answer that question. I must tell you that I am totally amazed. There really should be no debate at all about abortion. The truth should be clear to everyone. It should be a slam-dunk that abortion should not be tolerated. It should not be legalized. And it should not be a choice. After studying this issue, I now understand how Adolf Hitler was able to pull off the holocaust. It took a tremendous amount of propaganda, lies, and deceit. The Nazis were able to morally confuse many people. It took many good Christians in Germany closing their eyes and remaining silent.  Well the same thing is true today in the United States of America. There are a relatively few passionate activists who loudly spread pro-choice pro-abortion propaganda, lies, and deceit. They are able to morally confuse many people in our country. It is a sad truth that most Christians in all denominations have closed their eyes and have remained silent.  The abortion struggle has corrupted our politics. Legalized abortion is so entrenched in our government because one of our two major political parties has embraced it. To even be considered a viable candidate in that party one must blindly accept the doctrine of legalized abortion. This has made it difficult for the Christians who are traditionally members of that party. Every election cycle, pro-choice candidates try to give Christians reasons to vote for them on other issues. And so, too many Christians forget about abortion as they go vote. They often provide the margin of victory for pro-choice pro-abortion candidates. If a miracle were to happen and those Christians were to hold a little baby in their arms and gaze into his or her eyes just before stepping into the voting booth, our system of abortion would disappear after the very next election.  In conclusion, the most important thing I have learned during these last three years is that the future of abortion is totally in the hands of Christians. We really do have the political power to solve this problem. Our cultural enemies know this and they are scared. They desperately work to demonize and marginalize us. We do not have to convince the sinful pro-choice activists that they are wrong about abortion. We do not have to convince the radical feminists, the biased news media, or the morally corrupt politicians. To win, all we have to do is convince our fellow Christians to truly follow Christ and there is no doubt that they will vote pro-life.
",1
"In a democratic society, it's the people that actually chooses to have a choice when it comes to their bodies... not propaganda (which the church excels at).   The church is wrong if it thinks Christians are turning a blind eye to the issue. The issue is very much alive and well amongs people, and they've clearly chosen not to have their rights meddled with!
",1
"In a democratic society, it's the people that actually chooses to have a choice when it comes to their bodies... not propaganda (which the church excels at).   The church is wrong if it thinks Christians are turning a blind eye to the issue. The issue is very much alive and well amongs people, and they've clearly chosen not to have their rights meddled with!
",1
"i think it depends on the circumstances. if you were raped, and then got pregnant, would you still keep the child. Certainly it shouldn't be a form of birth control, but in some cases it should be allowed. besides if your argument is that we would be taking a life then wouldn't we have to stop anything that takes a life such as war, the death penalty, and meat production?
",1
"some ignorant people (mostly men, of course). for women, how would you feel if you didn't want to have a child and an accident happened, with a condom or birth control or anything else. what if abortion was illegal? because procreation is such a burden on women anyway, between periods, pregnancy, and the birth, don't you think that women should at least have a choice? (By the way: if you want to talk about the baby being alive as it's a growing egg, well here's the thing, everything on this is formed with cells and bacteria so think about that next time you shoot a deer or something.)
",1
"I've seen these videos. If it's not self-aware it's not a human yet, no matter what it  looks  like.  You're talking about  you're  feelings and what  you  believe because you're a typical self-righteous self-involved christian completely incapable of understanding that what  you  think and feel is not what everyone else thinks and feels.  The laws put in place on abortion take into account what  science  finds to be true  not how you  feel  helliom or what you think some invisible daddy in the sky wants you to feel.  Abortion is illegal after the third trimester except in extreme circumstances. Before then it's not a human yet, it's the specific woman's body and not yours, and it's none of your business.  That's how it is and that's how it should be,  no matter how many of you right wing nuts highjack this site and serial downvote us sane and logical participants on the site.
",1
"Um...in case you did not figure it out... I am a girl, and a girl who knows the developement of a child. If you do not want the child give it up for adoption, there is no reason to kill it.
",0
"Again, adoption should be a choice, not a must. It should be made available as an option.
",1
"Even if the law stopped the woman from aborting her fetus, I wonder whether the life of the baby would be normal and happy as the others. Abortion is both for the baby and the mother.
",1
"Before the fetus can digest milk. Before the time when the fetus could actually be kept alive by somebody else other than its mother and her blood. Nobody else should have a say but its mother.   You can say it's a member of society, but really it is not. It is only the property of its mother until society can keep it alive without her. Society must not make laws that affect things outside of its control. One city should not make laws for another city.
",1
"I believe the person herself should be given a free will to decide whether to abort or not, banning abortion does not give her an option.
",1
"some people have sex for leisure without the use of condom.The excitement are stronger than them.so why do they need to have a baby...
",1
"Who has control over a pregnant womens life...she does because something is going good in her life and she doesn't want to mess that up by having a baby not saying having a baby is a burden (i love babies) but you can't control all of life but you can some what control what happens to you..
",1
"It shouldn't be banned, but restricted to ONLY the women who really need it for something like Medical purposes.
",1
"Its me again!  ""...If it's not self-aware it's not a human yet, no matter what it looks like""  Then why are we so worried about the trees? Are they are ""self aware""?  Actually, human children are not self aware for some time AFTER birth. Does that mean we can dump them if we change our minds?  ""...Abortion is illegal after the third trimester except in extreme circumstances""  Not exactly true. There are states, and forgive me for not remembering right off the top of my head which ones, that allow abortion ""up to the moment of birth""  I will see if I can find that one.  ""...no matter how many of you right wing nuts high jack this site and serial down vote us sane and logical participants on the site.""  Now thats disappointing. I really thought after reading some of you responses that you were more open and intelligent than this. Isn't it cool to be tolerant anymore?
",0
"You can just put the kid up for adoption. Is it really that hard?
",1
"If a woman/girl is in danger of dying from having a baby, and was either raped or unaware of the fact that she was having sex (because they have never been educated), then they should have the right to not get physically hurt from having the baby or waste 9 months of their life, having to take time off from work to care for a baby she will give up anyway–if it even survives. If she doesn't die from having the baby, she will still be in a position of a weaker person. She will be less fit, and might even lose her job because she had to take a maternity leave.  My mother was 26 when she got pregnant with her first child. My father and she were very happy–until 4 months in when she found out that her baby, who she had already named Sarah, had a severe heart condition, where even if it did survive past birth (less than 1% chance), would have serious handicaps its entire life. Is it fair to cause Sarah to feel complete pain and suffering her entire life? At least with the abortion that my mother got, Sarah could feel no pain. She wanted that baby more than anything or anyone else in the world, and her heart was broken that she could not deliver the joy to Sarah that Sarah had first given to her. For three years my mother did not try to have a baby again, and those three years were the hardest of her life.  I agree that it's horrible for a woman to abort a child because they can't afford it, or don't want it, in those cases they should put the baby up for adoption. But if the baby or the woman is in extreme danger, then the woman has the right to choose. If you honestly think that it could be legalized for rape, but not for anything else, then how would you judge if it were rape or not? Even if the person could get consent from a judge, by then the baby would be even closer to being born and have more nerves that could feel the pain. Abortion must be either legal or illegal, and it is unfair to cause people like my mother to have even more emotional suffering. So I cast my vote for abortion being legal.  P.S. I may only be a 14 year old boy, but I have extensive knowledge on political fronts and current events, and my education thus far has been one of the best available to a public school. It has also been scientifically proven that children on average can see the correct answers to problems more easily than adults if given the same amount of knowledge because they have less emotional backgrounds that will impair their logic.
",1
"I am actually pro-abortion but pro-choice will suffice. Human beings are moral agents, moral agents are moral because we are perceivers and valuers, the ability to perceive and value is only possible when we are conscious. it is therefore our being consciousnes that gives us moral agency.   Prior to and independent of our consciousness (and by consiousness, I mean both waking and sleeping levels), our bodies are only able to be classified as human insofar as moral agency is concerned. The term ""human-being"" really only applies to humans that embody all the distinctions which are sufficient for moral agency. It is only then that we are truly identifiable as human-beings. a hand that is detached is not a human being, an eye, an ear, a heart, leg, etc... these are all just part of the whole, and even when assembled we are not yet a person unless we have the conscious element.   Since consciousness only becomes possible at the onset of the third trimester ~ 26 weeks, it is immoral to kill, what I would then call a child. Prior to consciousness the fetus is a fetus, not having moral agency because it lacks the sufficient condition of personhood. Many people like to think about potentiality arguments with regard to a fetus, that it could become conscious. However, potential doesnt relate to the here and now and are therefore invalid insofar as the moral status of the action (abortion) is concerned.   Potentiality arguments actually are appropriate as justifications contrary to pro-life opinions because they are valid when speaking of a fetus that will not be aborted, this is because it will almost certainly gain consciouness. For females that are too young to be mothers due to their immaturity as humans - generally thought of as anything younger than the age of majority (18) but also could extend to any age since mental and emotional maturity are only related to age in childhood adolescence and young adulthood - the potential life of the child has a 98-99% chance of being very impoverished both developmentally and with regards to being a productive member of society. The potential life will likely suck a lot.   Thus...   If moral agency is not established and the life will likely suck, abortion is the ideal choice. Abortion is an a-moral action (not having moral status) prior to the onset of consciousness. So in light of this people should be having more abortions. I think it is more responsible to abort a child that is unwanted and who's life will probably suck, than it is to not. the notion of responsibility should always be predicated upon the quality of the potential child's life - if its life will likely be impoverished it is irresponsible to have it. ""Taking responsibility for the mistake of not using protection"" is a bad way to think of it.  So I say ...  - Be moral, have an abortion (not a joke)
",1
"I am actually pro-abortion but pro-choice will suffice. Human beings are moral agents, moral agents are moral because we are perceivers and valuers, the ability to perceive and value is only possible when we are conscious. it is therefore our being consciousnes that gives us moral agency.   Prior to and independent of our consciousness (and by consiousness, I mean both waking and sleeping levels), our bodies are only able to be classified as human insofar as moral agency is concerned. The term ""human-being"" really only applies to humans that embody all the distinctions which are sufficient for moral agency. It is only then that we are truly identifiable as human-beings. a hand that is detached is not a human being, an eye, an ear, a heart, leg, etc... these are all just part of the whole, and even when assembled we are not yet a person unless we have the conscious element.   Since consciousness only becomes possible at the onset of the third trimester ~ 26 weeks, it is immoral to kill, what I would then call a child. Prior to consciousness the fetus is a fetus, not having moral agency because it lacks the sufficient condition of personhood. Many people like to think about potentiality arguments with regard to a fetus, that it could become conscious. However, potential doesnt relate to the here and now and are therefore invalid insofar as the moral status of the action (abortion) is concerned.   Potentiality arguments actually are appropriate as justifications contrary to pro-life opinions because they are valid when speaking of a fetus that will not be aborted, this is because it will almost certainly gain consciouness. For females that are too young to be mothers due to their immaturity as humans - generally thought of as anything younger than the age of majority (18) but also could extend to any age since mental and emotional maturity are only related to age in childhood adolescence and young adulthood - the potential life of the child has a 98-99% chance of being very impoverished both developmentally and with regards to being a productive member of society. The potential life will likely suck a lot.   Thus...   If moral agency is not established and the life will likely suck, abortion is the ideal choice. Abortion is an a-moral action (not having moral status) prior to the onset of consciousness. So in light of this people should be having more abortions. I think it is more responsible to abort a child that is unwanted and who's life will probably suck, than it is to not. the notion of responsibility should always be predicated upon the quality of the potential child's life - if its life will likely be impoverished it is irresponsible to have it. ""Taking responsibility for the mistake of not using protection"" is a bad way to think of it.  So I say ...  - Be moral, have an abortion (not a joke)
",1
"Abortion is murder. Everyone has the right to live .
",1
"Though i don't think i would be able to get an abortion because i hate big medical procedures i don't see why other people shouldn't or can't. There is not a limit on how many children a women can have, meaning if a women gets an abortion that is not one less child she can have on the future. Most only want 2 or 3 she can still have those 2 or 3 children. At the stage of pregnancy when abortions happen the baby obviously wouldnt be able to live if it was taken out of the womb that early, so is it really considered alive in the womb even if it has a heartbeat. It isn't until the 6th or 7th month that baby might have a chance of surviving if it is taken out early. People say that if it was a mistake you should have been more careful and should deal with it. But if there is a way to fix it it why is it bad? Abortion is in no way an easy route there are consequences and it is punishment enough for a mistake. And if the baby was formed without the mothers consent she whould be able to get rid of it as to not be reminded of the forced father.
",1
"1. Women have a right to do what they want with their body.  2. What if a women is raped and gets pregnant? so she just has to live with a messed up child?  3. The fetus is not really sentient until it comes out
",1
"Women have a right to do what they want with their body.   Yes they do, but the child inside of them is not part of their body it is a separate living being.   What if a women is raped and gets pregnant? so she just has to live with a messed up child?   This scenario does happen, however, it is much rarer that most believe, most abortions are from irresponsible sex but regardless it is still no reason to kill a human.   The fetus is not really sentient until it comes out   It is arguable that they are not conscious, however, just because they aren't does not mean they are not alive or do not matter.
",0
"great ._.  1. Who's worried about trees? It just doesn't make sense to cut all of them down without planting new ones, since then all humans would die, born or not.  2. Um, kids are self-aware, they just don't develop  empathy  until sometime after birth. But a new born has feelings, knows when it's hungry, etc. Therefore it's wrong to throw them in dumpsters.  3. True, and it's state to state. But even the states that do allow it up to birth, again it is only in extreme circumstances. If I'm a woman in  any  state and I'm due in a week, and my life is not in danger, and I'm not a child myself and I wasn't raped by my dad or something, then abortion is not an option. And I'm fine with that actually, I think it's the right law.  4. About 2 or 3 months ago I'd say 5 right wing nuts showed up here and downvoted nearly every argument I've ever made in my over a year on this site. It's why I don't show up as often.  If someone wants to disagree fine, but use facts and logic. I'm tired of having the Bible quoted at me, responses rife with logical fallacies, responses that didn't bother to read what I wrote, and those who need to announce their faith before making an argument when their faith has 0 to do with the argument.   I never downvote or insult anyone just because I disagree, I do so when they act like a moron, whether I agree with them or not.
",1
"I think it should remain as a choice for the mother. What if the child is the result of a rape? What if the mother's life is in danger? What if the child is to be born with a life-threatening illness? I think the quality of life should be taken in to consideration and not necessarily the quantity. If the child was going to live perhaps twenty/thirty years with a debilitating disease is it fair to allow him or her to suffer with no prospect of ever being fully healthy?
",1
"Abortion is the termination of a pregnancy..why should one kill a living object in you?? I see it as if you are sexually active and know the consequences that they should take on any Consequences that comes your way and thats including a BABY ..
",1
"....................................... ..........................Abort  Banning Stuff.................................. .............................
",1
"1. The argument I was trying to make is that the Left seems to be more concerned about saving trees than they are HUMAN BEINGS. Thats another ""debate"" I guess.  2. OK not an argument here but I would appreciate some clarification...is it empathy or self awareness we are waiting for before we call them human? The reason I am asking is because it was my experience with my son that he almost immediately could sense his mothers emotional state and reacted in kind. He recognized both my wife's and my voice and music that he heard while in the womb.  3. I somewhat agree on this one in that if the birth risks the life of both the mother and the baby then there is no choice. I will admit I would anguish over a decision like that for the rest of my life.  As far as rape goes...while it is certainly not the fault of the mother that it happened to her it is also not the fault of the child.  4. I understand that but remember ""when your enemy makes you angry ...they win"" Someone really smart and famous said that but for the life of me I cant recall who.  Try not to forget that ""facts"" and ""logic"" vary according to each individuals viewpoint and at times, can be subjective both on the right and the left. They are as tired of you quoting science that they dont believe in as your are of them using a book that you dont believe in. Both groups have absolute belief in their sources.  If they are ""right wing nuts"" let them be....wont that just about make your argument for you? Dad always said that we catch more flies with honey than we do vinegar!
",0
"it's a living organ like any other organ inside the woman's body.   Then why does it have it's own unique DNA? And what's the point of the fetal sack? Why all the complex systems to isolate the fetus from the mothers body? No serious doctor holds this position; the data doesn't remotely support it.   Once it reaches the stage   I did have it right when I said your view decides when a life is worthy of life and when a life is unworthy of life. You just said it right there. And here is a list of all the words you use in making this distinction; Until, Once, then, before.  And about this notion of ""potential life!"" by all the standard definitions of life, it's alive and has been throughout, potentiality is a farce.  And finally were do you get this arbitrary standard of survival and person hood? You see I don't discriminate; If it's human, and it is, then it deserves our full protection. The most dangerous place in America shouldn't be the womb.
",0
"1. The left is generally anti-war, pro healthcare, pro helping starving people in Africa, etc, all of which saves lives. Since I don't consider a fetus a life, from my standpoint the right is more concerned with vague moral standards only shared by the right than saving lives, but whatever.  2. I'm talking about self-awareness, as in feelings. A fetus before the third trimester has 0 capacity to feel. They're not sad about being aborted, it doesn't hurt them, they don't have these human emotions yet. This is what I'm talking about. That an already born child likes its mom in no way invalidates this point.  3. And here is the disconnect, you are absolutely correct. But the leap so many on the right are not willing to make is that abortion is  always  something to anguish over. Sure, there are bitches (and I don't use that term lightly) who simply don't care. But the vast vast vast majority of abortions are performed by women who feel they simply have no choice. It is  not  a party. But it's  their  choice, something  they  have to live with. Not the right wing, not you personally, just her, no one else's business. The only thing making abortions illegal would change is the number of mothers who die with the child. That's all it changes no matter how pretty this anti-abortion idea that ""if we just shove what we really really really feel down everyone's throat everyone will live happily ever after, amen"" - that's not how it works. Woman have been having abortions one way or another, legal or illegal, since the beginning of time.  As for your point about rape. It's not the fault of the ""child"" only because the ""child"" doesn't exist. It's a cluster of cells and if she wants to abort it it's her choice, again, not yours.  4. facts and logic never vary. People are wrong about facts and logic, but in and of themselves, they are constant. It is a  fact  the earth is round for example. Some have the ""opinion"" it is not, but this is not an opinion, this is simply wrong. There is a fact at the bottom of when a fetus becomes self-aware, people who study biology for a decade before becoming a doctor believe this to be around the 3rd trimester. Whatever the answer really is, I trust the dude who studied it for a decade over people who think they speak in tongues and give their live savings to Jerry Falwell. Is the exact moment as definite as the shape of the earth? No, probably not. But it's not  that  big a mystery, and while a valid opinion may vary by a month or so of when this elusive self-awareness begins, it most certainly is  not  upon conception, or even 2 or 3 months later. It's akin at that point to saying the earth has to be flat because when I stand on my roof I can't see it curve.  Here's the difference between an argument with two different opinions, and the abortion debate.  Indulge me, I enjoy coming up with analogies.  2 people are walking through a forest. 1 wants to go left, the other right. The one who wants to go right says they both have to go right. The one who wants to go left says his friend can go right if he likes, but for himself, he thinks he should be able to choose.  That's the gist of it. It's not a matter of two sides fighting about what everyone should do. It's about one side trying to force everyone to do something they may or may not want to and the other saying since we really don't know where either leads, people should have the choice.
",1
"Have you ever seen an ultrasound?  Have you ever seen a desperate teen change her mind to have an abortion after seeing her ultrasound?  Have you seen a 3-D ultrasound?  All these moments are life changing!
",0
"This is ridiculous. Yes I've seen all of this stuff. I even had a girlfriend who had an abortion. You're being ridiculous, just because you feel something doesn't make it true.
",1
"Mate ... stop.  These moments may be life changing for  you .   None of these things change what a desperate woman is willing to do to get that fetus out of her stomach.  And to me having one unaware parasite not get a  chance at life  is better than an unaware parasite and an aware human being  both  ending up in some form of dumpster.
",1
"What videos?  I never mentioned videos or movies! I was talking about watching my two baby sisters play with each other
",0
"I assumed another ultrasound video, and I've seen like 50 of them. But this is even worse, no one wants to see your sisters, and that video has 0 to do with abortion since they are already born.
",1
"You are correct about the double homicide law; however the contradiction is inherent in the ruling itself. The double homicide law was only raised to illustrate this. In fact I would argue that the law (double homicide) came to be because of the contradiction.   You might be correct about overturning the ruling. It might take another case challenging this ruling and it's constitutionality.
",0
"You are correct about the double homicide law; however the contradiction is inherent in the ruling itself. The double homicide law was only raised to illustrate this. In fact I would argue that the law (double homicide) came to be because of the contradiction.   You might be correct about overturning the ruling. It might take another case challenging this ruling and it's constitutionality.
",1
"I'd like to take the time to address several tings that have been raised in this debate and clarify my argument against abortion.  First, the affect this debate has on women who have had abortions. This reality has weighed heavily on my conscience. But I think a greater issue is at stake here and therefore the cost is worth it. The greater good that is being served here is the hope that abortion on demand might someday be ended and that the emotional trauma it causes to women will be ended also.  The holocaust of abortion will not be ended until people see and know the reality of what it is. It has been stunning to see through the course of this debate the lengths people will go to so as to sugar coat this issue and make it appear not so bad; and actually justifiable. So my effort is to make that know as best I can. But the truth is that when women, who have had abortions, come to a correct understanding of what has happened there is real pain and real quilt; and that certainly is not to be dismissed. So for those who have had abortions I say there is a way out of the pain and quilt; true forgiveness is possible. There is only one way out and that is through the great exchange; God in Christ takes your life and He gives you His. When He died, you died and the charges against you are paid in full, the debt is canceled. Then the life of perfection He lived becomes yours; it is laid to your account. So you go from an infinity negative debt to an infinity positive righteousness. And through His resurrection you are raised to newness of life.  This is only possible through repentance and faith. Confess your sins and trust God to do for you what he said He would in Christ. This faith is not a leap in the dark, like crossing your fingers. It is an active trust, like standing on solid ground; a confident expectation in the faithfulness of God.  With that said I would like to clarify my argument against abortion further and answer the question  should abortion be banned . But let me preface my argument with a disclaimer. I realize there is a difference between proof and persuasion. There is no argument that I can put forth that can't be disputed. There are actually people who will argue for the reality of square circles. So I put this argument forth for those who are truly open-minded; in hopes you will be persuaded.   The taking of the life of an innocent human being without proper justification is murder and murder is illegal.    Abortion takes the life of an innocent human being without proper justification. therefore it is murder and should be illegal
",0
"Having its own DNA and all the systems that isolate it from the mother's body does not change the fact that it's completely a part of the mother. It will not amount to anything if it's detached from her.  .   I did have it right when I said your view decides when a life is worthy of life and when a life is unworthy of life.   You can think what you like, but at 20 weeks' gestation a fetus is still a person. The fact that society may be able to save it without its mother does not automatically make it a person. It's still so very far from actually entering personhood.  .   And about this notion of ""potential life!"" by all the standard definitions of life, it's alive and has been throughout, potentiality is a farce   I don't know where you get your definition, but  until  it has a fully functional, self-sustaining biological system and is not attached to another life via the umbilical cord, I'm going to regard it as potential.  .   And finally were do you get this arbitrary standard of survival and person hood   It's not arbitrary, it's fact. Me and a lot of other people hold this view. We make the laws to help us with our lives. At the moment, we don't actually need to ban abortion cos doing that doesn't actually help, and your argument that abortion equals murder is complete crap.
",1
"I should further say to disprove this argument you have to falsify it's key premise and that is:  abortion takes the life of an innocent human being  That' why this whole debate hinges on one key question: What is it? And genetically it is human. It has it's own unique and complete chromosome which makes it distinct from it's parents and wholly different from the egg and sperm used to create it.   Since this syllogism is sound and it's premises are verifiable you will have to resort to irrationality and unscientific assertions to disprove it.
",0
"I will take the bait for fun.  I assume (unless you refute it explicitly) you agree that there are  some cases where abortion is merited or ""medically necessary""  Who is the proper authority for determining medical necessity?  expected answer from you (according to the way I think you think):Government  Answer I would give: The doctor and those consulted by the pregnant woman.  Abortion is not banned. The murder of the unborn  is  illegal and punishable as murder. Abortion is not murder if you admit that it is  ever  done by medical necessity and without malicious intent.  since this argument is flawless, all who disagree are just plain old sloppy thinkers ~sarcastic snicker
",1
"No, I disagree.  There is no right time to have an abortion.
",0
"OK agreed you have to establish intent. However, all abortions are premeditated, what say you?   Your assumption of my answer would be false, see my other response for the answer.  However to your point,you plain old sloppy thinker you, My qualification was:  without proper justification  and in this case it could be argued as proper justification.  However, the point of my syllogism was to highlight the importance of the question:  what kind of life is it  your objection highlights the point more becuse there would be no moral dilemma if it was a chicken.
",1
"Until at least week 20 of its development, the fetus has not been proven to be able to survive outside of the mother's womb. Since society can't keep it alive, it's the mother's choice. Plain and simple.  My point: Until the fetus can survive outside of the mother's womb, it's like any other living organ inside of her and is only a POTENTIAL life, not ACTUAL life. Potential life is any stage from an independent sperm/egg to week 20 of fetal development.
",1
"During the Holocaust, approximately 11 million people were killed between 1933 till 1945. These people include Jews, homosexuals, Slavics (Russians, Poles, and others), Gypsies, mentally and physically disabled, Communists, Socialists, Jehovah's Witnesses, and Christians found helping the targeted people. That was fifty years ago and today Hitler and the Nazis are known as criminals and mass murderers. But why are the doctors who perform abortions not called criminals or mass murderers? From 1973 to 2005, over 46 million abortions have been performed. This is much higher death rate than from the Holocaust. For abortion the approximate death rate is 1.4 million babies each year. The approximate death rate for the Holocaust, however, is about 917 thousand people a year. The Nazis targeted the people they did because they believed they were inferior to themselves. Women who have abortions kill their babies because they believe that they are superior to these children. To this day, Germans have collective shame because of what the Nazis did, even though they did nothing to help. In fifty years will Americans have collective shame because so many abortions were performed? Will Americans be known as mass murderers and criminals?  The subject of abortion and the Holocaust are very closely related subjects. The Jews were killed because they were unwanted and inconvenient. A child is aborted because they are unwanted and inconvenient. I want you to tell me the Holocaust was wrong and then tell me abortion is okay. You just can't do that. One can't be wrong and the other right. That is like saying rape is wrong but incest is okay.
",0
"Abortion before the fetus can actually survive outside of the mother's womb is not the same as killing Jews or mentally or physically sick people. The fetus before it can survive outside the womb is only a POTENTIAL life, which fall into the same category as an independent egg or sperm and anything else in between.
",1
"Having an abortion is just as ""unethical"" as swatting a fly, if not less. The fetus cannot survive on it's own, it is not a human yet. The fly can survive on it's own. Thus, I find it more ""unethical"" to kill a fly than have an abortion.
",1
"Religion can't be your argument, since it hinges on what people believe and some believe in choice.  When you say ""women"", you generalize and include all females, but some women, again, prefer a choice.  I've said it plenty of times and I'll say it again, a fetus before it can survive outside of the mother's womb is a POTENTIAL life, which is the same as an independent egg or sperm and anything else in between.
",1
"Quoting god is not how you're going to win arguments. I actually respect what you believe, but I ask that you also respect what I believe. I believe that women should have the choice.
",1
"It will not amount to anything if it's detached from her.   That's called discrimination based on level of dependency. It would seem to be the more compassionate thing to protect humans who are more dependent on others for their existence. You protect the weak, not exploit or kill them.   It's still so very far from actually entering personhood.   I'm talking about human life, not personhood. Equivocating on terms is an attempt to ignore the obvious; were talking about human life.   I don't know where you get your definition   Oh I don't know, I just went to dictionary.com and got this definition and it doesn't discriminate on the basis of level of dependency like you do. What you call ""potential"" it calls life. In fact it makes no such distinction. Something is either alive or not. Also, I couldn't find a definition for potential life, only an article referring to it as a ""a clever rhetorical trick"" And since the parents of this life are human It's safe to say it's human. That ought to be obvious to any casual observer. Here is the standard definition of life;   the condition that distinguishes organisms from inorganic objects and dead organisms, being manifested by growth through metabolism, reproduction, and the power of adaptation to environment through changes originating internally.     we don't actually need to ban abortion cos doing that doesn't actually help   Banning abortion wouldn't stop the killing of over 1500 humans a day? I hope your kidding because of course it would. That's why we ban things, to stop them. And yes, that would most certainly help all those innocent humans.   your argument that abortion equals murder is complete crap.   Well, let's see. Something that was, by the standard definition of life, alive is now not alive, by the standard definition of life. So if something was alive we refer to it as dead. And that death came by willful intent, not an accident. In a court of law that's referred to as premeditated homicide. But since you can discriminate on the basis of level of dependency or level of development I guess that makes it OK, right ? I don't think so. Call it what you will but a duck by any other name is still a duck.
",0
"come to think of it...  Many childern have been killed due to abortion.  But if you had given them a chance to live, then they would have proved worthwhile to live!  Just think how many masterminds have been killed before birth?  If they had lived, may be they would have made their world a peaceful heaven!!
",0
"Many of the aborted fetus may have also grown up to be rapists, serial murders, terrorists, armed robbers... but since they were only potentials and not actual... then there's nothing more to add.
",1
"Abortion should definetly be banned! Their is a lot of things to prevent pregnancies such as condoms, birth control and getting your tubes tied! If you know you are not old enough or financially stable to take care of a child then don't have sex, just use protection. Don't just look for the easy way out because of your mistake! i don't get how if you kill somebody then you get charged for murder, and spend the rest of your life in prison....when on the other hand having an abortion is murdering a baby. To me that doesnt make any sense...and some people say but what if the person got raped and ended up pregnant.....well you can give it up for adoption, i feel that women who have abortions are selfish and are only thinking about themselves. They really don't care about what the baby goes through and that is completely wrong!
",0
"The ""baby"" is not yet a baby. It's only a POTENTIAL life and not an ACTUAL life. So you're not killing a baby. If it can't survive outside of the womb yet, then it's not actually anyone else's choice but the mother's. Noone else can keep it alive, then they should butt out and leave it up to the mothers. If she wants to put it up for adoption, great!, If not, it's her choice since she is the one that has to keep it alive inside her.
",1
"100% i think its wrong! I am not religious, but who has the right to take a life? Isn't that the very reason Murderer's are punished?  If a person really can't have a child because they aren't ready, or any other reason, then surly it is fairer to still give that life a chance and put the baby up for adoption to a family who is desperate for a baby and can't have one for themselves?
",0
"If you take a life you should be punished. But before the fetus can survive outside of the mother's womb, it's not yet a life, it's only a POTENTIAL life, like an egg or sperm, that's all.
",1
